Year,Term,Course,Status,Start Time,End Time,Days of Week
2019,Fall,AAS-100,Open,9:00 AM,9:50 AM,F
2019,Fall,AAS-100,Open,12:00 PM,12:50 PM,F
2019,Fall,AAS-100,Open,1:00 PM,1:50 PM,F
2019,Fall,AAS-100,Open,10:00 AM,10:50 AM,F
2019,Fall,AAS-100,Open,11:00 AM,11:50 AM,F
2019,Fall,AAS-100,Open,2:00 PM,2:50 PM,F
2019,Fall,AAS-100,Open,10:00 AM,10:50 AM,F
2019,Fall,AAS-100,Open,11:00 AM,11:50 AM,F
2019,Fall,AAS-100,Open,1:00 PM,1:50 PM,MW
2019,Fall,AAS-120,Open,11:00 AM,12:20 PM,TR
2019,Fall,AAS-200,CrossListOpen,3:30 PM,4:50 PM,TR
2019,Fall,AAS-20,Closed,9:00 AM,9:50 AM,F
2019,Fall,AAS-20,Closed,10:00 AM,10:50 AM,F
2019,Fall,AAS-20,Closed,2:00 PM,2:50 PM,F
2019,Fall,AAS-20,Closed,9:00 AM,9:50 AM,F
2019,Fall,AAS-20,Closed,10:00 AM,10:50 AM,F
2019,Fall,AAS-20,Closed,2:00 PM,2:50 PM,F
2019,Fall,AAS-20,Closed,11:00 AM,11:50 AM,F
2019,Fall,AAS-20,Closed,1:00 PM,1:50 PM,F
2019,Fall,AAS-20,Closed,1:00 PM,1:50 PM,MW
2019,Fall,AAS-246,Open,3:00 PM,5:20 PM,M
2019,Fall,AAS-275,CrossListOpen,3:00 PM,3:50 PM,W
2019,Fall,AAS-275,CrossListOpen,4:00 PM,4:50 PM,W
2019,Fall,AAS-275,CrossListOpen,9:30 AM,10:20 AM,R
2019,Fall,AAS-275,Closed,11:00 AM,11:50 AM,R
2019,Fall,AAS-275,CrossListOpen,12:00 PM,12:50 PM,MW
2019,Fall,AAS-281,CrossListOpen,2:00 PM,2:50 PM,F
2019,Fall,AAS-281,Closed,11:00 AM,11:50 AM,F
2019,Fall,AAS-281,CrossListOpen,4:00 PM,4:50 PM,W
2019,Fall,AAS-281,CrossListOpen,2:00 PM,2:50 PM,MW
2019,Fall,AAS-283,CrossListOpen,9:30 AM,10:50 AM,TR
2019,Fall,AAS-287,Open,3:00 PM,4:20 PM,MW
2019,Fall,AAS-297,Closed,5:00 PM,6:15 PM,MW
2019,Fall,AAS-310,CrossListOpen,2:00 PM,3:50 PM,R
2019,Fall,AAS-310,CrossListOpen,2:00 PM,3:50 PM,T
2019,Fall,AAS-310,Closed,2:00 PM,3:50 PM,R
2019,Fall,AAS-310,Closed,2:00 PM,3:50 PM,T
2019,Fall,AAS-370,CrossListOpen,12:30 PM,1:50 PM,TR
2019,Fall,AAS-395,Open (Restricted),ARRANGED,,
2019,Fall,AAS-402,CrossListOpen (Restricted),2:00 PM,3:50 PM,W
2019,Fall,AAS-402,CrossListOpen (Restricted),2:00 PM,3:50 PM,W
2019,Fall,ABE-100,Open,1:00 PM,2:50 PM,R
2019,Fall,ABE-199,Open (Restricted),ARRANGED,,
2019,Fall,ABE-199,Open (Restricted),4:00 PM,4:50 PM,T
2019,Fall,ABE-199,Closed,4:00 PM,5:20 PM,TR
2019,Fall,ABE-223,Open,8:00 AM,9:50 AM,T
2019,Fall,ABE-223,Open,10:00 AM,11:50 AM,T
2019,Fall,ABE-223,Open,1:00 PM,2:50 PM,T
2019,Fall,ABE-223,Open,10:00 AM,10:50 AM,MWF
2019,Fall,ABE-224,Open,8:00 AM,9:50 AM,T
2019,Fall,ABE-224,Open,10:00 AM,11:50 AM,T
2019,Fall,ABE-224,Open,10:00 AM,10:50 AM,MWF
2019,Fall,ABE-341,Open,11:00 AM,11:50 AM,MWF
2019,Fall,ABE-361,Open,12:00 PM,2:50 PM,T
2019,Fall,ABE-361,Open,11:00 AM,11:50 AM,MW
2019,Fall,ABE-397,Open (Restricted),ARRANGED,,
2019,Fall,ABE-424,Open,2:00 PM,3:50 PM,W
2019,Fall,ABE-424,Open,1:00 PM,2:20 PM,TR
2019,Fall,ABE-430,CrossListOpen (Restricted),1:00 PM,2:50 PM,R
2019,Fall,ABE-430,CrossListOpen (Restricted),2:00 PM,3:50 PM,W
2019,Fall,ABE-430,CrossListOpen (Restricted),11:00 AM,12:50 PM,R
2019,Fall,ABE-430,CrossListOpen (Restricted),11:00 AM,11:50 AM,T
2019,Fall,ABE-436,CrossListOpen,1:00 PM,2:50 PM,M
2019,Fall,ABE-436,CrossListOpen,1:00 PM,1:50 PM,WF
2019,Fall,ABE-436,CrossListOpen,1:00 PM,2:50 PM,M
2019,Fall,ABE-436,CrossListOpen,1:00 PM,1:50 PM,WF
2019,Fall,ABE-440,CrossListOpen,3:30 PM,4:50 PM,TR
2019,Fall,ABE-440,CrossListOpen,10:00 AM,11:50 AM,W
2019,Fall,ABE-440,CrossListOpen,12:00 PM,1:50 PM,W
2019,Fall,ABE-440,CrossListOpen,2:00 PM,3:50 PM,W
2019,Fall,ABE-440,CrossListOpen,4:00 PM,5:50 PM,W
2019,Fall,ABE-440,CrossListOpen,6:00 PM,7:50 PM,W
2019,Fall,ABE-445,CrossListOpen,ARRANGED,,
2019,Fall,ABE-459,CrossListOpen,3:00 PM,5:50 PM,W
2019,Fall,ABE-459,CrossListOpen,1:00 PM,1:50 PM,MWF
2019,Fall,ABE-459,CrossListOpen (Restricted),3:00 PM,5:50 PM,W
2019,Fall,ABE-459,CrossListOpen (Restricted),1:00 PM,1:50 PM,MWF
2019,Fall,ABE-466,Open,3:00 PM,5:50 PM,T
2019,Fall,ABE-466,Open,3:00 PM,5:50 PM,R
2019,Fall,ABE-466,Open,10:00 AM,10:50 AM,TR
2019,Fall,ABE-476,Open,3:00 PM,4:50 PM,W
2019,Fall,ABE-476,Open,9:30 AM,10:50 AM,TR
2019,Fall,ABE-488,Open,1:00 PM,2:20 PM,TR
2019,Fall,ABE-497,Open (Restricted),ARRANGED,,
2019,Fall,ABE-498,Open (Restricted),ARRANGED,,
2019,Fall,ABE-498,CrossListOpen (Restricted),2:00 PM,3:20 PM,TR
2019,Fall,ABE-498,CrossListOpen (Restricted),2:00 PM,3:20 PM,TR
2019,Fall,ABE-498,Open,3:30 PM,4:50 PM,TR
2019,Fall,ABE-498,Open,ARRANGED,,
2019,Fall,ABE-498,Open,10:00 AM,10:50 AM,MW
2019,Fall,ABE-498,Open,3:00 PM,4:50 PM,M
2019,Fall,ABE-498,Open,ARRANGED,,
2019,Fall,ABE-501,Closed,1:00 PM,1:50 PM,F
2019,Fall,ABE-594,CrossListOpen,12:00 PM,12:50 PM,F
2019,Fall,ABE-597,Open (Restricted),ARRANGED,,
2019,Fall,ABE-599,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-199,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-199,Closed,3:30 PM,4:20 PM,M
2019,Fall,ACCY-200,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-20,Closed,8:00 AM,8:50 AM,F
2019,Fall,ACCY-20,Closed,9:00 AM,9:50 AM,F
2019,Fall,ACCY-20,Open,9:00 AM,9:50 AM,F
2019,Fall,ACCY-20,Open,10:00 AM,10:50 AM,F
2019,Fall,ACCY-20,Open,10:00 AM,10:50 AM,F
2019,Fall,ACCY-20,Open,8:00 AM,8:50 AM,F
2019,Fall,ACCY-20,Closed,11:00 AM,11:50 AM,F
2019,Fall,ACCY-20,Closed,11:00 AM,11:50 AM,F
2019,Fall,ACCY-20,Closed,8:00 AM,8:50 AM,F
2019,Fall,ACCY-20,Closed,1:00 PM,1:50 PM,F
2019,Fall,ACCY-20,Open,12:00 PM,12:50 PM,F
2019,Fall,ACCY-20,Open,12:00 PM,12:50 PM,F
2019,Fall,ACCY-20,Closed,12:00 PM,12:50 PM,F
2019,Fall,ACCY-20,Closed,9:00 AM,9:50 AM,F
2019,Fall,ACCY-20,Closed,1:00 PM,1:50 PM,F
2019,Fall,ACCY-20,Open,1:00 PM,1:50 PM,F
2019,Fall,ACCY-20,Open,1:00 PM,1:50 PM,F
2019,Fall,ACCY-20,Open,2:00 PM,2:50 PM,F
2019,Fall,ACCY-20,Closed,2:00 PM,2:50 PM,F
2019,Fall,ACCY-20,Open,2:00 PM,2:50 PM,F
2019,Fall,ACCY-20,Open,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-20,Open,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-20,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-202,Closed,8:00 AM,8:50 AM,F
2019,Fall,ACCY-202,Open,9:00 AM,9:50 AM,F
2019,Fall,ACCY-202,Open,10:00 AM,10:50 AM,F
2019,Fall,ACCY-202,Closed,11:00 AM,11:50 AM,F
2019,Fall,ACCY-202,Open,12:00 PM,12:50 PM,F
2019,Fall,ACCY-202,Closed,1:00 PM,1:50 PM,F
2019,Fall,ACCY-202,Closed,9:00 AM,9:50 AM,F
2019,Fall,ACCY-202,Open,8:00 AM,8:50 AM,F
2019,Fall,ACCY-202,Closed,1:00 PM,1:50 PM,F
2019,Fall,ACCY-202,Closed,2:00 PM,2:50 PM,F
2019,Fall,ACCY-202,Open,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-202,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-290,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-301,Closed,8:00 AM,9:20 AM,MW
2019,Fall,ACCY-301,Closed,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-301,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-301,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-301,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-301,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-301,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-301,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-302,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-302,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-302,Closed,3:30 PM,4:50 PM,TR
2019,Fall,ACCY-302,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-302,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-302,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-302,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-302,Closed,2:00 PM,2:50 PM,T
2019,Fall,ACCY-302,Closed,3:30 PM,4:20 PM,T
2019,Fall,ACCY-303,Closed,8:00 AM,9:20 AM,MW
2019,Fall,ACCY-303,Closed,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-303,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-303,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-303,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-303,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-303,Open (Restricted),11:00 AM,12:20 PM,MW
2019,Fall,ACCY-304,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-304,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-304,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-304,Closed,3:30 PM,4:50 PM,TR
2019,Fall,ACCY-304,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-304,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-312,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-312,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-312,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-312,Open (Restricted),3:30 PM,4:50 PM,MW
2019,Fall,ACCY-312,Closed,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-312,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-312,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-321,Closed,11:00 AM,11:50 AM,MWF
2019,Fall,ACCY-321,Closed,ARRANGED,,
2019,Fall,ACCY-398,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-398,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-398,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-398,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-398,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-405,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-405,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-405,Open (Restricted),9:30 AM,10:50 AM,MW
2019,Fall,ACCY-405,CrossListOpen,4:00 PM,5:20 PM,R
2019,Fall,ACCY-410,CrossListOpen (Restricted),9:30 AM,10:50 AM,TR
2019,Fall,ACCY-410,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-410,CrossListOpen (Restricted),11:00 AM,12:20 PM,TR
2019,Fall,ACCY-410,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-410,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-410,CrossListOpen (Restricted),11:00 AM,12:20 PM,MW
2019,Fall,ACCY-410,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-410,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-410,CrossListOpen (Restricted),8:00 AM,9:20 AM,MW
2019,Fall,ACCY-410,Closed,8:00 AM,9:20 AM,MW
2019,Fall,ACCY-415,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-415,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-415,Open (Restricted),9:30 AM,10:50 AM,TR
2019,Fall,ACCY-415,CrossListOpen,4:00 PM,5:20 PM,R
2019,Fall,ACCY-451,CrossListOpen (Restricted),11:00 AM,12:20 PM,TR
2019,Fall,ACCY-451,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-451,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-451,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-451,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-451,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-451,CrossListOpen (Restricted),8:00 AM,9:20 AM,TR
2019,Fall,ACCY-451,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-451,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-451,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-499,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-500,Open (Restricted),2:00 PM,3:20 PM,TR
2019,Fall,ACCY-500,Open (Restricted),3:30 PM,4:50 PM,TR
2019,Fall,ACCY-500,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-500,Open (Restricted),12:30 PM,1:50 PM,TR
2019,Fall,ACCY-500,Open (Restricted),11:00 AM,12:20 PM,TR
2019,Fall,ACCY-500,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-501,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-501,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-501,Open (Restricted),3:30 PM,4:50 PM,MW
2019,Fall,ACCY-501,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-501,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-502,Closed,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-502,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-502,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-504,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-504,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-504,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-504,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-505,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-505,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-505,Closed,3:30 PM,4:50 PM,TR
2019,Fall,ACCY-505,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-505,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-505,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-505,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-505,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-505,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-506,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-506,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-510,Open (Restricted),8:00 AM,9:20 AM,TR
2019,Fall,ACCY-510,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-510,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-510,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-510,Closed,3:30 PM,4:50 PM,TR
2019,Fall,ACCY-512,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-512,Closed,11:00 AM,12:20 PM,TR
2019,Fall,ACCY-512,Closed,12:30 PM,1:50 PM,TR
2019,Fall,ACCY-515,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-515,Open (Restricted),9:30 AM,10:50 AM,MW
2019,Fall,ACCY-515,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-517,Closed,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-517,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-518,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-518,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-518,Closed,2:00 PM,3:20 PM,TR
2019,Fall,ACCY-518,Open (Restricted),12:30 PM,1:50 PM,TR
2019,Fall,ACCY-551,Closed,8:00 AM,9:20 AM,TR
2019,Fall,ACCY-551,Closed,9:30 AM,10:50 AM,TR
2019,Fall,ACCY-556,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-556,Closed,2:00 PM,3:20 PM,MW
2019,Fall,ACCY-569,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-569,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-570,Closed,9:30 AM,10:50 AM,MW
2019,Fall,ACCY-570,Closed,11:00 AM,12:20 PM,MW
2019,Fall,ACCY-570,Closed,12:30 PM,1:50 PM,MW
2019,Fall,ACCY-570,Open (Restricted),2:00 PM,3:20 PM,MW
2019,Fall,ACCY-570,Closed,3:30 PM,4:50 PM,MW
2019,Fall,ACCY-570,Closed,8:00 AM,9:20 AM,MW
2019,Fall,ACCY-570,Closed,8:00 AM,9:20 AM,MW
2019,Fall,ACCY-570,Closed,5:00 PM,5:50 PM,M
2019,Fall,ACCY-570,Closed,6:00 PM,6:50 PM,M
2019,Fall,ACCY-570,Closed,7:00 PM,7:50 PM,M
2019,Fall,ACCY-570,Closed,5:00 PM,5:50 PM,T
2019,Fall,ACCY-570,Closed,6:00 PM,6:50 PM,T
2019,Fall,ACCY-570,Closed,7:00 PM,7:50 PM,T
2019,Fall,ACCY-570,Closed,5:00 PM,5:50 PM,T
2019,Fall,ACCY-592,Open (Restricted),1:00 PM,4:50 PM,F
2019,Fall,ACCY-592,Open (Restricted),1:00 PM,4:50 PM,F
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-593,Closed,ARRANGED,,
2019,Fall,ACCY-593,Open (Restricted),5:00 PM,6:20 PM,TR
2019,Fall,ACCY-593,Open (Restricted),6:30 PM,7:50 PM,TR
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-593,Open (Restricted),ARRANGED,,
2019,Fall,ACCY-599,Open (Restricted),8:00 AM,11:50 AM,F
2019,Fall,ACCY-599,Open (Restricted),1:00 PM,4:50 PM,F
2019,Fall,ACE-100,Open,1:00 PM,1:50 PM,R
2019,Fall,ACE-100,Open,2:00 PM,2:50 PM,R
2019,Fall,ACE-100,Open,3:00 PM,3:50 PM,R
2019,Fall,ACE-100,Open,9:00 AM,9:50 AM,F
2019,Fall,ACE-100,Closed,10:00 AM,10:50 AM,F
2019,Fall,ACE-100,Open,11:00 AM,11:50 AM,F
2019,Fall,ACE-100,Open,1:00 PM,1:50 PM,F
2019,Fall,ACE-100,Open,9:30 AM,10:50 AM,TR
2019,Fall,ACE-161,Closed,1:00 PM,2:50 PM,F
2019,Fall,ACE-161,Closed,10:00 AM,11:50 AM,M
2019,Fall,ACE-161,Open,10:00 AM,11:50 AM,W
2019,Fall,ACE-161,Closed,1:00 PM,2:50 PM,W
2019,Fall,ACE-161,Open,2:00 PM,3:50 PM,M
2019,Fall,ACE-161,Closed,3:00 PM,4:50 PM,W
2019,Fall,ACE-161,Open (Restricted),ARRANGED,,
2019,Fall,ACE-161,Open,10:00 AM,11:50 AM,T
2019,Fall,ACE-161,Open,1:00 PM,2:50 PM,T
2019,Fall,ACE-161,Open,3:00 PM,4:50 PM,T
2019,Fall,ACE-199,Open,9:30 AM,10:50 AM,TR
2019,Fall,ACE-199,Open,12:30 PM,1:50 PM,TR
2019,Fall,ACE-199,Open,5:00 PM,5:50 PM,TR
2019,Fall,ACE-210,CrossListOpen,10:00 AM,10:50 AM,F
2019,Fall,ACE-210,CrossListOpen,11:00 AM,11:50 AM,F
2019,Fall,ACE-210,CrossListOpen,1:00 PM,1:50 PM,F
2019,Fall,ACE-210,CrossListOpen,2:00 PM,2:50 PM,F
2019,Fall,ACE-210,CrossListOpen,1:00 PM,1:50 PM,F
2019,Fall,ACE-210,CrossListOpen,2:00 PM,2:50 PM,F
2019,Fall,ACE-210,CrossListOpen,2:00 PM,2:50 PM,MW
2019,Fall,ACE-222,Open,2:00 PM,3:20 PM,TR
2019,Fall,ACE-240,Open,9:30 AM,10:50 AM,TR
2019,Fall,ACE-240,Open,ARRANGED,,
2019,Fall,ACE-251,Open,3:00 PM,3:50 PM,R
2019,Fall,ACE-251,Closed,4:00 PM,4:50 PM,R
2019,Fall,ACE-251,Open,10:00 AM,10:50 AM,F
2019,Fall,ACE-251,Open,11:00 AM,11:50 AM,F
2019,Fall,ACE-251,Open,2:00 PM,2:50 PM,F
2019,Fall,ACE-251,Open,9:00 AM,9:50 AM,F
2019,Fall,ACE-251,Open,10:00 AM,10:50 AM,MW
2019,Fall,ACE-261,Open,3:30 PM,4:50 PM,TR
2019,Fall,ACE-261,Open,9:00 AM,10:20 AM,F
2019,Fall,ACE-261,Open,10:30 AM,11:50 AM,F
2019,Fall,ACE-261,Closed,12:00 PM,1:20 PM,F
2019,Fall,ACE-293,Open (Restricted),ARRANGED,,
2019,Fall,ACE-294,Open (Restricted),ARRANGED,,
2019,Fall,ACE-295,Open (Restricted),ARRANGED,,
2019,Fall,ACE-306,Open,11:00 AM,12:20 PM,TR
2019,Fall,ACE-321,Closed,11:00 AM,11:50 AM,MWF
2019,Fall,ACE-321,CrossListOpen (Restricted),ARRANGED,,
2019,Fall,ACE-341,Open (Restricted),1:30 PM,2:20 PM,MW
2019,Fall,ACE-341,Open (Restricted),11:00 AM,11:50 AM,TR
2019,Fall,ACE-341,Open (Restricted),2:00 PM,2:50 PM,TR
2019,Fall,ACE-341,Open (Restricted),3:00 PM,3:50 PM,MW
2019,Fall,ACE-345,Open (Restricted),12:00 PM,12:50 PM,MWF
2019,Fall,ACE-346,Open (Restricted),8:00 AM,9:20 AM,MW
2019,Fall,ACE-360,Open,9:00 AM,10:50 AM,MW
2019,Fall,ACE-396,Open (Restricted),ARRANGED,,
2019,Fall,ACE-398,Open,1:00 PM,1:50 PM,F
2019,Fall,ACE-398,Closed,2:00 PM,2:50 PM,F
2019,Fall,ACE-398,Open,1:00 PM,1:50 PM,MW
2019,Fall,ACE-398,Open (Restricted),11:00 AM,11:50 AM,F
2019,Fall,ACE-398,Open (Restricted),11:00 AM,11:50 AM,MW
2019,Fall,ACE-398,Open (Restricted),3:30 PM,4:50 PM,TR
2019,Fall,ACE-398,Open,ARRANGED,,
2019,Fall,ACE-406,CrossListOpen (Restricted),3:00 PM,4:20 PM,TR
2019,Fall,ACE-406,CrossListOpen (Restricted),3:00 PM,4:20 PM,TR
2019,Fall,ACE-411,Open,11:00 AM,12:20 PM,TR
2019,Fall,ACE-427,Open,12:30 PM,1:50 PM,R
2019,Fall,ACE-427,Open,12:30 PM,1:50 PM,T
2019,Fall,ACE-427,Open,ARRANGED,,
2019,Fall,ACE-428,Open,3:30 PM,4:50 PM,TR
2019,Fall,ACE-432,Open,9:30 AM,10:50 AM,TR
2019,Fall,ACE-435,Open (Restricted),3:00 PM,4:20 PM,MW
2019,Fall,ACE-444,CrossListOpen (Restricted),9:30 AM,10:50 AM,T
2019,Fall,ACE-444,CrossListOpen (Restricted),1:30 PM,2:50 PM,T
2019,Fall,ACE-444,CrossListOpen (Restricted),9:30 AM,10:50 AM,T
2019,Fall,ACE-444,CrossListOpen (Restricted),1:30 PM,2:50 PM,T
2019,Fall,ACE-445,Open,ARRANGED,,
2019,Fall,ACE-445,Open (Restricted),9:30 AM,10:50 AM,MW
2019,Fall,ACE-452,Closed,12:00 PM,1:20 PM,TR
2019,Fall,ACE-455,Open,3:30 PM,4:50 PM,TR
2019,Fall,ACE-496,Open (Restricted),ARRANGED,,
2019,Fall,ACE-499,Open (Restricted),8:00 AM,9:20 AM,TR
2019,Fall,ACE-499,Open,5:00 PM,6:20 PM,TR
2019,Fall,ACE-499,Open (Restricted),5:00 PM,5:50 PM,T
2019,Fall,ACE-500,Open (Restricted),9:30 AM,10:50 AM,TR
2019,Fall,ACE-501,Open (Restricted),10:00 AM,11:50 AM,MWF
2019,Fall,ACE-516,CrossListOpen (Restricted),1:30 PM,2:50 PM,TR
2019,Fall,ACE-520,Open (Restricted),9:00 AM,10:20 AM,MW
2019,Fall,ACE-531,Open (Restricted),3:00 PM,3:50 PM,F
2019,Fall,ACE-531,Open (Restricted),3:00 PM,4:20 PM,MW
2019,Fall,ACE-562,Open (Restricted),9:30 AM,10:50 AM,MW
2019,Fall,ACE-564,Open (Restricted),9:30 AM,10:50 AM,MW
2019,Fall,ACE-569,Closed,1:30 PM,2:20 PM,R
2019,Fall,ACE-571,Open (Restricted),3:00 PM,3:50 PM,F
2019,Fall,ACE-571,Open (Restricted),3:00 PM,4:20 PM,MW
2019,Fall,ACE-591,Open (Restricted),ARRANGED,,
2019,Fall,ACE-592,Open (Restricted),9:00 AM,11:50 AM,R
2019,Fall,ACE-592,Open (Restricted),1:30 PM,2:50 PM,W
2019,Fall,ACE-592,Open (Restricted),ARRANGED,,
2019,Fall,ACE-592,Open (Restricted),5:00 PM,6:20 PM,W
2019,Fall,ACE-592,Open (Restricted),3:30 PM,4:50 PM,MWF
2019,Fall,ACE-594,Open (Restricted),12:00 PM,1:30 PM,W
2019,Fall,ACE-594,Open (Restricted),ARRANGED,,
2019,Fall,ACE-594,Open (Restricted),12:30 PM,1:20 PM,R
2019,Fall,ACE-594,Open (Restricted),12:00 PM,1:20 PM,M
2019,Fall,ACE-594,Open (Restricted),ARRANGED,,
2019,Fall,ACE-599,Open (Restricted),ARRANGED,,
2019,Fall,ACES-101,Closed,9:00 AM,9:50 AM,R
2019,Fall,ACES-101,Open (Restricted),9:00 AM,9:50 AM,W
2019,Fall,ACES-101,Open (Restricted),9:00 AM,9:50 AM,R
2019,Fall,ACES-101,Open (Restricted),4:00 PM,4:50 PM,R
2019,Fall,ACES-101,Open (Restricted),2:00 PM,2:50 PM,R
2019,Fall,ACES-101,Closed,9:00 AM,9:50 AM,W
2019,Fall,ACES-101,Open (Restricted),2:00 PM,2:50 PM,R
2019,Fall,ACES-101,Open (Restricted),12:00 PM,12:50 PM,W
2019,Fall,ACES-101,Open (Restricted),4:00 PM,4:50 PM,W
